Student_ID,Name,Maths,Physics,Biology,Social,Telugu,Hindi,English,Grade
S0973,Student_973,88,AB,58,1,55,37,100,No Grade
S0974,Student_974,78,13,80,23,76,64,64,No Grade
S0975,Student_975,77,13,65,17,5,20,15,No Grade
S0976,Student_976,69,83,38,1,AB,68,6,No Grade
S0977,Student_977,1,31,95,AB,0,2,79,No Grade
S0978,Student_978,42,44,96,0,AB,7,25,No Grade
S0979,Student_979,32,84,24,23,42,50,69,No Grade
S0980,Student_980,22,52,24,25,36,43,64,No Grade
S0981,Student_981,95,24,29,97,39,66,79,No Grade
S0982,Student_982,94,94,88,64,21,10,41,No Grade
S0983,Student_983,55,92,39,72,71,10,61,No Grade
S0984,Student_984,84,54,46,95,AB,94,98,No Grade
S0985,Student_985,78,56,50,0,10,93,48,No Grade
S0986,Student_986,29,49,AB,AB,50,14,43,No Grade
S0987,Student_987,23,22,7,94,AB,63,80,No Grade
S0988,Student_988,AB,87,AB,AB,1,77,40,No Grade
S0989,Student_989,AB,29,45,80,77,97,AB,No Grade
S0990,Student_990,92,5,39,43,76,79,AB,No Grade
S0991,Student_991,AB,46,14,95,AB,98,90,No Grade
S0992,Student_992,19,90,46,10,55,6,65,No Grade
S0993,Student_993,67,22,71,AB,40,87,24,No Grade
S0994,Student_994,61,94,AB,88,25,72,96,No Grade
S0995,Student_995,30,32,0,75,8,56,3,No Grade
S0996,Student_996,71,91,AB,64,98,87,56,No Grade
S0997,Student_997,21,52,94,15,90,48,AB,No Grade
S0998,Student_998,89,22,34,24,79,19,34,No Grade
S0999,Student_999,6,100,50,97,26,80,25,No Grade
S1000,Student_1000,21,52,83,AB,32,64,26,No Grade
S1001,Student_1001,95,96,97,94,93,92,96,A1
S1002,Student_1002,95,96,97,94,93,92,96,A1
S1003,Student_1003,95,96,97,94,93,92,96,A1
S1004,Student_1004,95,96,97,94,93,92,96,A1
S1005,Student_1005,95,96,97,94,93,92,96,A1
S1006,Student_1006,95,96,97,94,93,92,96,A1
S1007,Student_1007,95,96,97,94,93,92,96,A1
S1008,Student_1008,95,96,97,94,93,92,96,A1
S1009,Student_1009,95,96,97,94,93,92,96,A1
S1010,Student_1010,95,96,97,94,93,92,96,A1
S1011,Student_1011,95,96,97,94,93,92,96,A1
S1012,Student_1012,95,96,97,94,93,92,96,A1
S1013,Student_1013,95,96,97,94,93,92,96,A1
S1014,Student_1014,95,96,97,94,93,92,96,A1
S1015,Student_1015,95,96,97,94,93,92,96,A1
S1016,Student_1016,95,96,97,94,93,92,96,A1
S1017,Student_1017,95,96,97,94,93,92,96,A1
S1018,Student_1018,95,96,97,94,93,92,96,A1
S1019,Student_1019,95,96,97,94,93,92,96,A1
S1020,Student_1020,95,96,97,94,93,92,96,A1
S1021,Student_1021,85,86,84,83,88,82,86,A2
S1022,Student_1022,85,86,84,83,88,82,86,A2
S1023,Student_1023,85,86,84,83,88,82,86,A2
S1024,Student_1024,85,86,84,83,88,82,86,A2
S1025,Student_1025,85,86,84,83,88,82,86,A2
S1026,Student_1026,85,86,84,83,88,82,86,A2
S1027,Student_1027,85,86,84,83,88,82,86,A2
S1028,Student_1028,85,86,84,83,88,82,86,A2
S1029,Student_1029,85,86,84,83,88,82,86,A2
S1030,Student_1030,85,86,84,83,88,82,86,A2
S1031,Student_1031,85,86,84,83,88,82,86,A2
S1032,Student_1032,85,86,84,83,88,82,86,A2
S1033,Student_1033,85,86,84,83,88,82,86,A2
S1034,Student_1034,85,86,84,83,88,82,86,A2
S1035,Student_1035,85,86,84,83,88,82,86,A2
S1036,Student_1036,85,86,84,83,88,82,86,A2
S1037,Student_1037,85,86,84,83,88,82,86,A2
S1038,Student_1038,85,86,84,83,88,82,86,A2
S1039,Student_1039,85,86,84,83,88,82,86,A2
S1040,Student_1040,85,86,84,83,88,82,86,A2
S1041,Student_1041,75,74,72,73,76,71,74,B1
S1042,Student_1042,75,74,72,73,76,71,74,B1
S1043,Student_1043,75,74,72,73,76,71,74,B1
S1044,Student_1044,75,74,72,73,76,71,74,B1
S1045,Student_1045,75,74,72,73,76,71,74,B1
S1046,Student_1046,75,74,72,73,76,71,74,B1
S1047,Student_1047,75,74,72,73,76,71,74,B1
S1048,Student_1048,75,74,72,73,76,71,74,B1
S1049,Student_1049,75,74,72,73,76,71,74,B1
S1050,Student_1050,75,74,72,73,76,71,74,B1
S1051,Student_1051,75,74,72,73,76,71,74,B1
S1052,Student_1052,75,74,72,73,76,71,74,B1
S1053,Student_1053,75,74,72,73,76,71,74,B1
S1054,Student_1054,75,74,72,73,76,71,74,B1
S1055,Student_1055,65,66,64,63,67,62,66,B2
S1056,Student_1056,65,66,64,63,67,62,66,B2
S1057,Student_1057,65,66,64,63,67,62,66,B2
S1058,Student_1058,65,66,64,63,67,62,66,B2
S1059,Student_1059,65,66,64,63,67,62,66,B2
S1060,Student_1060,65,66,64,63,67,62,66,B2
S1061,Student_1061,65,66,64,63,67,62,66,B2
S1062,Student_1062,65,66,64,63,67,62,66,B2
S1063,Student_1063,65,66,64,63,67,62,66,B2
S1064,Student_1064,65,66,64,63,67,62,66,B2
